Nombre,Nombre_empresa,Nombres,Primer_apellido,Segundo_apellido
BERNARDO SIMIAN SOZA,VOLCOM SECURITIZADORA S.A.,BERNARDO SIMIAN,SOZA,
MATIAS BRICENO FONCEA,VOLCOM SECURITIZADORA S.A.,MATIAS,BRICENO,FONCEA
FELIPE LARRAIN ANINAT,VOLCOM SECURITIZADORA S.A.,FELIPE,LARRAIN,ANINAT
VALENTINA EUGENIA BULNES VALDES,VOLCOM SECURITIZADORA S.A.,VALENTINA EUGENIA,BULNES,VALDES
TOMAS BOTTIGER MULLER,BAN TATTERSALL CORREDORES DE BOLSA DE PRODUCTOS S.A.,TOMAS,BOTTIGER,MULLER
JAIME MATAS GONZALEZ,BAN TATTERSALL CORREDORES DE BOLSA DE PRODUCTOS S.A.,JAIME MATAS,GONZALEZ,
MICHAEL GRASTY COUSINO,BAN TATTERSALL CORREDORES DE BOLSA DE PRODUCTOS S.A.,MICHAEL,GRASTY,COUSINO
GASTON NIETO RIVERA,BAN TATTERSALL CORREDORES DE BOLSA DE PRODUCTOS S.A.,GASTON,NIETO,RIVERA
JORGE ANTONIO RAMIREZ ONATE,FOCUS ADMINISTRADORA GENERAL DE FONDOS S.A.,JORGE ANTONIO,RAMIREZ,ONATE
RAFAEL DONOSO ROSALES,FOCUS ADMINISTRADORA GENERAL DE FONDOS S.A.,RAFAEL,DONOSO,ROSALES
EUGENIO CISTERNAS VIAL,FOCUS ADMINISTRADORA GENERAL DE FONDOS S.A.,EUGENIO,CISTERNAS,VIAL
TOMAS GAZMURI SIVORI,FOCUS ADMINISTRADORA GENERAL DE FONDOS S.A.,TOMAS,GAZMURI,SIVORI
ANDRES RIOSECO LOPEZ,FOCUS ADMINISTRADORA GENERAL DE FONDOS S.A.,ANDRES,RIOSECO,LOPEZ
MARIA SOLEDAD OVANDO GREEN,FOCUS ADMINISTRADORA GENERAL DE FONDOS S.A.,MARIA SOLEDAD,OVANDO,GREEN
JUAN PABLO DEL RIO GOUDIE,SOCIEDAD DE RENTAS COMERCIALES S.A.,JUAN PABLO,DEL RIO,GOUDIE
FELIPE AURELIO DEL RIO GOUDIE,SOCIEDAD DE RENTAS COMERCIALES S.A.,FELIPE AURELIO,DEL RIO,GOUDIE
GUILLERMO AGUERO PIWONKA,SOCIEDAD DE RENTAS COMERCIALES S.A.,GUILLERMO,AGUERO,PIWONKA
VICTOR PUCCI LABATUT,SOCIEDAD DE RENTAS COMERCIALES S.A.,VICTOR,PUCCI,LABATUT
EDMUNDO HERMOSILLA HERMOSILLA,SOCIEDAD DE RENTAS COMERCIALES S.A.,EDMUNDO,HERMOSILLA,HERMOSILLA
CAROLINA DEL RIO GOUDIE,SOCIEDAD DE RENTAS COMERCIALES S.A.,CAROLINA,DEL RIO,GOUDIE
JORGE SIMIAN LASSERRE,NEVASA ADMINISTRADORA GENERAL DE FONDOS S.A.,JORGE SIMIAN,LASSERRE,
RODRIGO ANIBAL OYARZUN MOREL,NEVASA ADMINISTRADORA GENERAL DE FONDOS S.A.,RODRIGO ANIBAL,OYARZUN,MOREL
EDUARDO CASTRO FLORES,NEVASA ADMINISTRADORA GENERAL DE FONDOS S.A.,EDUARDO,CASTRO,FLORES
JUAN IGNACIO PENA LACAMARA,NEVASA ADMINISTRADORA GENERAL DE FONDOS S.A.,JUAN IGNACIO,PENA,LACAMARA
CATALINA VIAL VALENZUELA,NEVASA ADMINISTRADORA GENERAL DE FONDOS S.A.,CATALINA,VIAL,VALENZUELA
FELIPE LARRAIN ASPILLAGA,INVERSIONES AGUAS METROPOLITANAS S.A.,FELIPE,LARRAIN,ASPILLAGA
JOSEP BAGUE PRATS,INVERSIONES AGUAS METROPOLITANAS S.A.,JOSEP,BAGUE,PRATS
ANGEL SIMON GRIMALDOS,INVERSIONES AGUAS METROPOLITANAS S.A.,ANGEL SIMON,GRIMALDOS,
ALBERTO MUCHNICK MLYNARZ,INVERSIONES AGUAS METROPOLITANAS S.A.,ALBERTO,MUCHNICK,MLYNARZ
JOAQUIN VILLARINO HERRERA,INVERSIONES AGUAS METROPOLITANAS S.A.,JOAQUIN,VILLARINO,HERRERA
HERMAN CHADWICK PINERA,INVERSIONES AGUAS METROPOLITANAS S.A.,HERMAN,CHADWICK,PINERA
MIGUEL IGNACIO GUERRERO GUTIERREZ,INVERSIONES AGUAS METROPOLITANAS S.A.,MIGUEL IGNACIO,GUERRERO,GUTIERREZ
HERNAN CHEYRE VALENZUELA,INVERSIONES AGUAS METROPOLITANAS S.A.,HERNAN,CHEYRE,VALENZUELA
RODRIGO CRISTOBAL AZOCAR HIDALGO,INVERSIONES AGUAS METROPOLITANAS S.A.,RODRIGO CRISTOBAL,AZOCAR,HIDALGO
LUIS ENRIQUE ALAMOS OLIVOS,INVERSIONES AGUAS METROPOLITANAS S.A.,LUIS ENRIQUE,ALAMOS,OLIVOS
CARLOS MLADINIC ALONSO,INVERSIONES AGUAS METROPOLITANAS S.A.,CARLOS,MLADINIC,ALONSO
ANA GIROS CALPE,INVERSIONES AGUAS METROPOLITANAS S.A.,ANA GIROS,CALPE,
MIGUEL ANGEL ZARZA MARCOS,INVERSIONES AGUAS METROPOLITANAS S.A.,MIGUEL ANGEL,ZARZA,MARCOS
XAVIER AMOROS CORBELLA,INVERSIONES AGUAS METROPOLITANAS S.A.,XAVIER AMOROS,CORBELLA,
PABLO JOSE PEREZ CRUZ,INVERSIONES AGUAS METROPOLITANAS S.A.,PABLO JOSE,PEREZ,CRUZ
JUAN ANTONIO GIJARRO FERRER,INVERSIONES AGUAS METROPOLITANAS S.A.,JUAN ANTONIO,GIJARRO,FERRER
JUAN ANTONIO GUIJARRO FERRER,INVERSIONES AGUAS METROPOLITANAS S.A.,JUAN ANTONIO,GUIJARRO,FERRER
HUGO SILVA RAVEAU,INVERSIONES AGUAS METROPOLITANAS S.A.,HUGO,SILVA,RAVEAU
RODRIGO CASTRO FERNANDEZ,INVERSIONES AGUAS METROPOLITANAS S.A.,RODRIGO,CASTRO,FERNANDEZ
SALOMON ANDRES MUCHNICK CRUZ,INVERSIONES AGUAS METROPOLITANAS S.A.,SALOMON ANDRES,MUCHNICK,CRUZ
MARIA JOSE UAUY CUNEO,INVERSIONES AGUAS METROPOLITANAS S.A.,MARIA JOSE,UAUY,CUNEO
ALBERT MARTINEZ LACAMBRA,INVERSIONES AGUAS METROPOLITANAS S.A.,ALBERT,MARTINEZ,LACAMBRA
NARCISO BERBERANA SAENZ,INVERSIONES AGUAS METROPOLITANAS S.A.,NARCISO,BERBERANA,SAENZ
GIORGIANNA CUNEO QUEIROLO,INVERSIONES AGUAS METROPOLITANAS S.A.,GIORGIANNA,CUNEO,QUEIROLO
MARCELO TOKMAN RAMOS,INVERSIONES AGUAS METROPOLITANAS S.A.,MARCELO,TOKMAN,RAMOS
JORGE COSME SAGNIER,INVERSIONES AGUAS METROPOLITANAS S.A.,JORGE COSME,SAGNIER,
SILVINA SOMASCO MOZZICONACCI,INVERSIONES AGUAS METROPOLITANAS S.A.,SILVINA,SOMASCO,MOZZICONACCI
PEDRO BUTAZZONI ALVAREZ,INVERSIONES AGUAS METROPOLITANAS S.A.,PEDRO,BUTAZZONI,ALVAREZ
JORGE ARTURO BANDE BRUCK,INVERSIONES AGUAS METROPOLITANAS S.A.,JORGE ARTURO,BANDE,BRUCK
PAOLA CUNEO QUEIROLO,INVERSIONES AGUAS METROPOLITANAS S.A.,PAOLA,CUNEO,QUEIROLO
EDMUNDO PEREZ VERGARA,INVERSIONES AGUAS METROPOLITANAS S.A.,EDMUNDO,PEREZ,VERGARA
MARTA COLET GONZALO,INVERSIONES AGUAS METROPOLITANAS S.A.,MARTA COLET,GONZALO,
ANTHONY HARDING ,INVERSIONES AGUAS METROPOLITANAS S.A.,ANTHONY,HARDING,
RENE ABUMOHOR TOUMA,COMERCIAL DE VALORES FACTORING SPA,RENE,ABUMOHOR,TOUMA
JAIME ABUMOHOR GIDI,COMERCIAL DE VALORES FACTORING SPA,JAIME,ABUMOHOR,GIDI
JAIME BONILLA ROZAS,COMERCIAL DE VALORES FACTORING SPA,JAIME,BONILLA,ROZAS
MAURICIO GABRIEL VARELA VIAL,COMERCIAL DE VALORES FACTORING SPA,MAURICIO GABRIEL,VARELA,VIAL
RODRIGO PALACIOS ARAYA,COMERCIAL DE VALORES FACTORING SPA,RODRIGO,PALACIOS,ARAYA
CLAUDIO ORREGO LARRAIN,COMERCIAL DE VALORES FACTORING SPA,CLAUDIO,ORREGO,LARRAIN
PABLO ABUMOHOR NORDENFLYCHT,COMERCIAL DE VALORES FACTORING SPA,PABLO,ABUMOHOR,NORDENFLYCHT
HECTOR ROLDAN VARGAS,COMERCIAL DE VALORES FACTORING SPA,HECTOR,ROLDAN,VARGAS
JORGE ADOLFO LESSER GARCIAHUIDOBRO,SISTEMA DE TRANSMISION DEL SUR S.A.,JORGE ADOLFO,LESSER,GARCIAHUIDOBRO
IVAN DIAZ MOLINA,SISTEMA DE TRANSMISION DEL SUR S.A.,IVAN,DIAZ,MOLINA
WALDO FORTIN CABEZAS,SISTEMA DE TRANSMISION DEL SUR S.A.,WALDO,FORTIN,CABEZAS
JUAN IGNACIO PAROT BECKER,SISTEMA DE TRANSMISION DEL SUR S.A.,JUAN IGNACIO,PAROT,BECKER
STACEY PURCELL ,SISTEMA DE TRANSMISION DEL SUR S.A.,STACEY,PURCELL,
BEN HAWKINS ,SISTEMA DE TRANSMISION DEL SUR S.A.,BEN,HAWKINS,
CHRISTOPHER POWELL ,SISTEMA DE TRANSMISION DEL SUR S.A.,CHRISTOPHER,POWELL,
ASHLEY MUNROE ,SISTEMA DE TRANSMISION DEL SUR S.A.,ASHLEY,MUNROE,
DALE BURGESS ,SISTEMA DE TRANSMISION DEL SUR S.A.,DALE,BURGESS,
STACEY PURCELL,SISTEMA DE TRANSMISION DEL SUR S.A.,STACEY,PURCELL,
MARIA MORSILLO ,SISTEMA DE TRANSMISION DEL SUR S.A.,MARIA,MORSILLO,
JUZAR PIRBHAI ,SISTEMA DE TRANSMISION DEL SUR S.A.,JUZAR,PIRBHAI,
KEVIN ROSEKE ,SISTEMA DE TRANSMISION DEL SUR S.A.,KEVIN,ROSEKE,
HERNAN FELIPE ERRAZURIZ CORREA,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,HERNAN FELIPE,ERRAZURIZ,CORREA
NICHOLAS DAVIS LECAROS,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,NICHOLAS DAVIS,LECAROS,
CARLOS MUNOZ HUERTA,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,CARLOS,MUNOZ,HUERTA
RIGOBERTO TORRES PEDOT,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,RIGOBERTO,TORRES,PEDOT
JORGE DELPIANO KRAEMER,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,JORGE DELPIANO,KRAEMER,
LUCIA SANTA CRUZ SUTIL,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,LUCIA,SANTA CRUZ,SUTIL
CLAUDIA DILL ,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,CLAUDIA,DILL,
JOSE MANUEL CAMPOSANO LARRAECHEA,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,JOSE MANUEL,CAMPOSANO,LARRAECHEA
JORGE ADOLFO LESSER GARCIAHUIDOBRO,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,JORGE ADOLFO,LESSER,GARCIAHUIDOBRO
JOSE FERNANDO DE GREGORIO REBECO,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,JOSE FERNANDO,DE GREGORIO,REBECO
NICOLAS GREGORIO GELLONA AMUNATEGUI,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,NICOLAS GREGORIO,GELLONA,AMUNATEGUI
HENRY COMBER SIGALL,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,HENRY,COMBER,SIGALL
GONZALO VALENZUELA SILVA,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,Gonzalo,Valenzuela,Silva
GONZALO MOLINA ARIZTIA,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,Gonzalo,Molina,Ariztia
JUAN PABLO ARMAS MAC DONALD,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,JUAN PABLO,ARMAS,MAC DONALD
PEDRO DE TEZANOS PINTO DOMINGUEZ,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,PEDRO,DE TEZANOS PINTO,DOMINGUEZ
MICHELE RAFFAELE SILVESTRO LANERI,BICE INVERSIONES CORREDORES DE BOLSA S.A.,MICHELE RAFFAELE,SILVESTRO,LANERI
MAXIMO GUSTAVO LATORRE ERRAZURIZ,BICE INVERSIONES CORREDORES DE BOLSA S.A.,MAXIMO GUSTAVO,LATORRE,ERRAZURIZ
CORNELIO JORGE SAAVEDRA CORREA,BICE INVERSIONES CORREDORES DE BOLSA S.A.,CORNELIO JORGE,SAAVEDRA,CORREA
MARCELO JAVIER CLEMENTE CORTES,BICE INVERSIONES CORREDORES DE BOLSA S.A.,MARCELO JAVIER,CLEMENTE,CORTES
JAIME DEL VILLAR GOYTISOLO,BICE INVERSIONES CORREDORES DE BOLSA S.A.,JAIME,DEL VILLAR,GOYTISOLO
MATIAS POBLETE CASTRO,BICE INVERSIONES CORREDORES DE BOLSA S.A.,MATIAS,POBLETE,CASTRO
JOSE LUIS ARBILDUA ARAMBURU,BICE INVERSIONES CORREDORES DE BOLSA S.A.,JOSE LUIS,ARBILDUA,ARAMBURU
JUAN ERNESTO MATAMOROS LAFFITE,FINTESA SECURITIZADORA S.A.,JUAN ERNESTO,MATAMOROS,LAFFITE
LUIS PARRA ERKEL,FINTESA SECURITIZADORA S.A.,LUIS,PARRA,ERKEL
IGNACIO MAYO MOREIRA,FINTESA SECURITIZADORA S.A.,IGNACIO,MAYO,MOREIRA
DIEGO JOSE BENAVENTE ARIAS,FINTESA SECURITIZADORA S.A.,DIEGO JOSE,BENAVENTE,ARIAS
MAURICIO BONAVIA FIGUEROA,FINTESA SECURITIZADORA S.A.,MAURICIO,BONAVIA,FIGUEROA
ELIZABETH VALENZUELA LOPEZ,FINTESA SECURITIZADORA S.A.,ELIZABETH,VALENZUELA,LOPEZ
MANUEL SOBRINO ARMADA,FINTESA SECURITIZADORA S.A.,MANUEL,SOBRINO,ARMADA
PABLO PORTALES DONOSO,FINTESA SECURITIZADORA S.A.,PABLO,PORTALES,DONOSO
LUIS CANCINO CASTRO,FINTESA SECURITIZADORA S.A.,LUIS,CANCINO,CASTRO
RODOLFO MARTINEZ PINO,FINTESA SECURITIZADORA S.A.,RODOLFO,MARTINEZ,PINO
MARIA VICTORIA DOBERTI DRAGNIC,FINTESA SECURITIZADORA S.A.,MARIA VICTORIA,DOBERTI,DRAGNIC
LEONARDO ALFONSO MUNOZ CACERES,FINTESA SECURITIZADORA S.A.,LEONARDO ALFONSO,MUNOZ,CACERES
RAYSA HIDALGO ,FINTESA SECURITIZADORA S.A.,RAYSA,HIDALGO,
HECTOR PEREZ OSORIO,FINTESA SECURITIZADORA S.A.,HECTOR,PEREZ,OSORIO
JUAN CARLOS CONTRERAS CANALES,FINTESA SECURITIZADORA S.A.,JUAN CARLOS,CONTRERAS,CANALES
ROBERTO ZALDIVAR PERALTA,FINTESA SECURITIZADORA S.A.,ROBERTO,ZALDIVAR,PERALTA
ENRIQUE ROSELLO BORDA,FINTESA SECURITIZADORA S.A.,ENRIQUE,ROSELLO,BORDA
CHRISTOPHER MEEK ,FINTESA SECURITIZADORA S.A.,CHRISTOPHER,MEEK,
MARCOS BUCHI BUC,CONSORCIO FINANCIERO S.A.,MARCOS,BUCHI,BUC
JUAN CRUZ DOMINGO BILBAO HORMAECHE,CONSORCIO FINANCIERO S.A.,JUAN CRUZ DOMINGO,BILBAO,HORMAECHE
JOSE ANTONIO GARCES SILVA,CONSORCIO FINANCIERO S.A.,JOSE ANTONIO,GARCES,SILVA
JUAN JOSE HURTADO VICUNA,CONSORCIO FINANCIERO S.A.,JUAN JOSE,HURTADO,VICUNA
HERNAN ALBERTO BUCHI BUC,CONSORCIO FINANCIERO S.A.,HERNAN ALBERTO,BUCHI,BUC
PEDRO JOSE HURTADO VICUNA,CONSORCIO FINANCIERO S.A.,PEDRO JOSE,HURTADO,VICUNA
EDUARDO FERNANDEZ MACAULIFFE,CONSORCIO FINANCIERO S.A.,EDUARDO,FERNANDEZ,MACAULIFFE
RAMIRO MENDOZA ZUNIGA,CONSORCIO FINANCIERO S.A.,RAMIRO,MENDOZA,ZUNIGA
BONIFACIO ANTONIO BILBAO DE RAADT,CONSORCIO FINANCIERO S.A.,BONIFACIO ANTONIO,BILBAO,DE RAADT
SERGIO RESTREPO ISAZA,CONSORCIO FINANCIERO S.A.,Sergio,Restrepo,Isaza
EDUARDO FERNANDEZ LEON,CONSORCIO FINANCIERO S.A.,EDUARDO,FERNANDEZ,LEON
JUAN JOSE MACAULIFFE GRANELLO,CONSORCIO FINANCIERO S.A.,JUAN JOSE,MACAULIFFE,GRANELLO
JUAN DIEGO DEL RIO MONTT,CONSORCIO FINANCIERO S.A.,JUAN DIEGO,DEL RIO,MONTT
PEDRO FELIPE INIGUEZ DUCCI,CONSORCIO FINANCIERO S.A.,PEDRO FELIPE,INIGUEZ,DUCCI
LUIS EUGENIO PONCE LEROU,SOQUIMICH COMERCIAL S.A.,LUIS EUGENIO,PONCE,LEROU
JULIO PONCE LEROU,SOQUIMICH COMERCIAL S.A.,JULIO,PONCE,LEROU
CARLOS CESAR DIAZ ORTIZ,SOQUIMICH COMERCIAL S.A.,CARLOS CESAR,DIAZ,ORTIZ
RICARDO RAMOS RODRIGUEZ,SOQUIMICH COMERCIAL S.A.,RICARDO,RAMOS,RODRIGUEZ
PATRICIO CONTESSE GONZALEZ,SOQUIMICH COMERCIAL S.A.,PATRICIO,CONTESSE,GONZALEZ
BOGDAN BORKOWSKI SALA,SOQUIMICH COMERCIAL S.A.,BOGDAN,BORKOWSKI,SALA
FRANCISCO JAVIER FONTAINE SALAMANCA,SOQUIMICH COMERCIAL S.A.,FRANCISCO JAVIER,FONTAINE,SALAMANCA
CHRISTIAN FERNANDO LUDERS MUNOZ,SOQUIMICH COMERCIAL S.A.,CHRISTIAN FERNANDO,LUDERS,MUNOZ
ALFREDO DOBERTI DRAGNIC,SOQUIMICH COMERCIAL S.A.,ALFREDO,DOBERTI,DRAGNIC
GERARDO ILLANES GONZALEZ,SOQUIMICH COMERCIAL S.A.,GERARDO ILLANES,GONZALEZ,
DANIEL JIMENEZ SCHUSTER,SOQUIMICH COMERCIAL S.A.,DANIEL,JIMENEZ,SCHUSTER
RADOMIRO BLAS TOMIC ERRAZURIZ,SOQUIMICH COMERCIAL S.A.,RADOMIRO BLAS,TOMIC,ERRAZURIZ
PATRICIO DE SOLMINIHAC TAMPIER,SOQUIMICH COMERCIAL S.A.,PATRICIO,DE SOLMINIHAC,TAMPIER
JULIO CESAR PONCE PINOCHET,SOQUIMICH COMERCIAL S.A.,JULIO CESAR,PONCE,PINOChet
JUAN CARLOS BARRERA PACHECO,SOQUIMICH COMERCIAL S.A.,JUAN CARLOS,BARRERA,PACHECO
FERNANDO BARROS TOCORNAL,OXIQUIM S.A.,FERNANDO,BARROS,TOCORNAL
VICENTE NAVARRETE ROLANDO,OXIQUIM S.A.,VICENTE,NAVARRETE,ROLANDO
EDMUNDO JORGE PUENTES RUIZ,OXIQUIM S.A.,EDMUNDO JORGE,PUENTES,RUIZ
PABLO AYALA ROLANDO,OXIQUIM S.A.,PABLO AYALA,ROLANDO,
MARCELO NACRUR AWAD,OXIQUIM S.A.,MARCELO,NACRUR,AWAD
ANDRES HOHLBERG RECABARREN,OXIQUIM S.A.,ANDRES,HOHLBERG,RECABARREN
FERNANDO AGUERO GARCES,OXIQUIM S.A.,FERNANDO,AGUERO,GARCES
CLAUDIO LARRAIN KAPLAN,LARRAIN VIAL S.A. CORREDORA DE BOLSA,CLAUDIO,LARRAIN,KAPLAN
JOSE MIGUEL BARROS VAN HOVELL TOT WESTERFLIER,LARRAIN VIAL S.A. CORREDORA DE BOLSA,JOSE MIGUEL,BARROS,VAN HOVELL TOT WESTERFLIER
GUILLERMO UNDURRAGA ECHEVERRIA,LARRAIN VIAL S.A. CORREDORA DE BOLSA,GUILLERMO,UNDURRAGA,ECHEVERRIA
FELIPE PORZIO HONORATO,LARRAIN VIAL S.A. CORREDORA DE BOLSA,FELIPE,PORZIO,HONORATO
GONZALO CORDOVA SOTO,LARRAIN VIAL S.A. CORREDORA DE BOLSA,Gonzalo,Cordova,Soto
JORGE ASTABURUAGA GATICA,LARRAIN VIAL S.A. CORREDORA DE BOLSA,JORGE,ASTABURUAGA,GATICA
ANDRES DANIEL TRIVELLI GONZALEZ,LARRAIN VIAL S.A. CORREDORA DE BOLSA,ANDRES DANIEL,TRIVELLI,GONZALEZ
SANTIAGO VIAL ECHEVERRIA,LARRAIN VIAL S.A. CORREDORA DE BOLSA,Santiago,Vial,Echeverria
CLAUDIO ALEJANDRO GUGLIELMETTI VERGARA,LARRAIN VIAL S.A. CORREDORA DE BOLSA,CLAUDIO ALEJANDRO,GUGLIELMETTI,VERGARA
RENE TORRES LUCERO,LARRAIN VIAL S.A. CORREDORA DE BOLSA,RENE,TORRES,LUCERO
AUGUSTO UNDURRAGA BULNES,LARRAIN VIAL S.A. CORREDORA DE BOLSA,AUGUSTO,UNDURRAGA,BULNES
IGNACIO OSORIO MADRID,LARRAIN VIAL S.A. CORREDORA DE BOLSA,IGNACIO,OSORIO,MADRID
GREGORIO DONOSO IBANEZ,LARRAIN VIAL S.A. CORREDORA DE BOLSA,GREGORIO,DONOSO,IBANEZ
SERGIO RODRIGO SARQUIS SAID,BLUMAR S.A.,SERGIO RODRIGO,SARQUIS,SAID
JUAN PABLO SANTA CRUZ NEGRI,BLUMAR S.A.,JUAN PABLO,SANTA CRUZ,NEGRI
SERGIO ANASTASIO SARQUIS MENASSA,BLUMAR S.A.,SERGIO ANASTASIO,SARQUIS,MENASSA
JULIO FERNANDEZ TALADRIZ,BLUMAR S.A.,JULIO,FERNANDEZ,TALADRIZ
ALBERTO ABRAHAM ROMERO SILVA,BLUMAR S.A.,ALBERTO ABRAHAM,ROMERO,SILVA
JORGE CARLOS SARQUIS MENASSA,BLUMAR S.A.,JORGE CARLOS,SARQUIS,MENASSA
CARLOS GONZALO SARQUIS SAID,BLUMAR S.A.,CARLOS GONZALO,SARQUIS,SAID
ANDRES SANTA CRUZ LOPEZ,BLUMAR S.A.,ANDRES,SANTA CRUZ,LOPEZ
ALFREDO ENRIONE CACERES,BLUMAR S.A.,ALFREDO ENRIONE,CACERES,
SERGIO DE LA CUADRA FABRES,BLUMAR S.A.,SERGIO,DE LA CUADRA,FABRES
JUAN CRUZ DOMINGO BILBAO HORMAECHE,BLUMAR S.A.,JUAN CRUZ DOMINGO,BILBAO,HORMAECHE
JUAN CARLOS CORTES SOLARI,BLUMAR S.A.,JUAN CARLOS,CORTES,SOLARI
FRANCISCO ESTEBAN PEREZ YOMA,BLUMAR S.A.,FRANCISCO ESTEBAN,PEREZ,YOMA
ANTONIO TURNER FABRES,TANNER CORREDORES DE BOLSA S.A.,ANTONIO,TURNER,FABRES
OSCAR CERDA URRUTIA,TANNER CORREDORES DE BOLSA S.A.,OSCAR,CERDA,URRUTIA
CRISTIAN ALEJANDRO ARAYA FERNANDEZ,TANNER CORREDORES DE BOLSA S.A.,CRISTIAN ALEJANDRO,ARAYA,FERNANDEZ
EDUARDO KIRBERG BENAVIDES,TANNER CORREDORES DE BOLSA S.A.,EDUARDO,KIRBERG,BENAVIDES
EMILIANO VILLASECA GORMAN,TANNER CORREDORES DE BOLSA S.A.,EMILIANO,VILLASECA,GORMAN
FELIPE DIVIN LARRAIN,TANNER CORREDORES DE BOLSA S.A.,FELIPE DIVIN,LARRAIN,
DEREK SASSOON ,TANNER CORREDORES DE BOLSA S.A.,DEREK,SASSOON,
GUSTAVO INOSTROZA ALDUNATE,TANNER CORREDORES DE BOLSA S.A.,GUSTAVO,INOSTROZA,ALDUNATE
LUIS PATRICIO FLORES CUEVAS,TANNER CORREDORES DE BOLSA S.A.,LUIS PATRICIO,FLORES,CUEVAS
FERNANDO TAFRA STURIZA,TANNER CORREDORES DE BOLSA S.A.,FERNANDO,TAFRA,STURIZA
JOSE ANTONIO BUENANO GONZALEZ,TANNER CORREDORES DE BOLSA S.A.,JOSE ANTONIO,BUENANO,GONZALEZ
MARIO ARTURO CHAMORRO CARRIZO,TANNER CORREDORES DE BOLSA S.A.,MARIO ARTURO,CHAMORRO,CARRIZO
FRANCISCO JOSE OJEDA YANY,TANNER CORREDORES DE BOLSA S.A.,FRANCISCO JOSE,OJEDA,YANY
SERGIO GALO MIGUEL CONTARDO PEREZ,TANNER CORREDORES DE BOLSA S.A.,SERGIO GALO MIGUEL,CONTARDO,PEREZ
CRISTIAN MARCOS VILLASECA CASTRO,TANNER CORREDORES DE BOLSA S.A.,CRISTIAN MARCOS,VILLASECA,CASTRO
JUAN PABLO VILLASECA CASTRO,TANNER CORREDORES DE BOLSA S.A.,JUAN PABLO,VILLASECA,CASTRO
MARIO ANDRES ESPINOZA FELIU,TANNER CORREDORES DE BOLSA S.A.,MARIO ANDRES,ESPINOZA,FELIU
MARCOS JOSE GARCIA MUNOZ,MERRILL LYNCH CORREDORES DE BOLSA SPA,MARCOS JOSE,GARCIA,MUÑOZ
MAX RICARDO CUENCA MUJICA,MERRILL LYNCH CORREDORES DE BOLSA SPA,MAX RICARDO,CUENCA,MUJICA
LEONARDO ANDRES FERNANDEZ ,MERRILL LYNCH CORREDORES DE BOLSA SPA,LEONARDO ANDRES,FERNANDEZ,
FRANCISCO PATRICIO OSSA FRUGONE,MERRILL LYNCH CORREDORES DE BOLSA SPA,FRANCISCO PATRICIO,OSSA,FRUGONE
FERNANDO PRADO ALVAREZ,SOCIEDAD NACIONAL DE OLEODUCTOS S.A.,FERNANDO,PRADO,ALVAREZ
MAX LETELIER BOMCHIL,SOCIEDAD NACIONAL DE OLEODUCTOS S.A.,MAX LETELIER,BOMCHIL,
LORENZO GAZMURI SCHLEYER,SOCIEDAD NACIONAL DE OLEODUCTOS S.A.,LORENZO,GAZMURI,SCHLEYER
JUAN JUANET RODRIGUEZ,SOCIEDAD NACIONAL DE OLEODUCTOS S.A.,JUAN JUANET,RODRIGUEZ,
ARTURO HERNAN NATHO GAMBOA,SOCIEDAD NACIONAL DE OLEODUCTOS S.A.,ARTURO HERNAN NATHO,GAMBOA,
JOAQUIN CRUZ SANFIEL,SOCIEDAD NACIONAL DE OLEODUCTOS S.A.,JOAQUIN,CRUZ,SANFIEL
ALEJANDRO PALMA RIOSECO,SOCIEDAD NACIONAL DE OLEODUCTOS S.A.,ALEJANDRO,PALMA,RIOSECO
NICOLAS CORREA FERRER,SOCIEDAD NACIONAL DE OLEODUCTOS S.A.,NICOLAS,CORREA,FERRER
JAIME BESA BANDEIRA,SOCIEDAD NACIONAL DE OLEODUCTOS S.A.,JAIME,BESA,BANDEIRA
